source_ip_address,source_port_number,destination_ip_address,destination_port_number,is_ack,destination_mac_address,acknowledge_number,is_rst,is_cwr,is_fin,total_ip_packet_length,window_size,network_protocol,is_psh,is_syn,is_urg,transport_protocol,ttl,ip_identifier,sequence_number,is_ece,source_mac_address,attack_flag,attack_step,attack_name
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547521431,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547522819,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547522819,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,584,1869,IP,1,0,0,TCP,64,5200,3547522819,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,584,1869,IP,1,0,0,TCP,64,5200,3547522819,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547523351,0,0,0,52,32734,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547523351,0,0,0,52,32734,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3782,127.0.0.7,443,1,00:00:00:00:00:00,4098182068,0,0,0,174,29200,IP,1,0,0,TCP,64,19965,1853764718,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3782,1,00:00:00:00:00:00,1853764852,0,0,0,306,31088,IP,1,0,0,TCP,238,45659,4098182068,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3782,127.0.0.7,443,1,00:00:00:00:00:00,4098182334,0,0,0,40,32120,IP,0,0,0,TCP,64,19966,1853764852,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3782,127.0.0.7,443,1,00:00:00:00:00:00,4098182334,0,0,0,701,32120,IP,1,0,0,TCP,64,19967,1853764852,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3177,127.0.0.7,443,1,00:00:00:00:00:00,1968024839,0,0,0,174,29200,IP,1,0,0,TCP,64,40684,1350951261,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3177,1,00:00:00:00:00:00,1350951395,0,0,0,306,31088,IP,1,0,0,TCP,238,31780,1968024839,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3177,127.0.0.7,443,1,00:00:00:00:00:00,1968025105,0,0,0,40,32120,IP,0,0,0,TCP,64,40685,1350951395,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3782,1,00:00:00:00:00:00,1853765513,0,0,0,445,32389,IP,1,0,0,TCP,238,45660,4098182334,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3177,127.0.0.7,443,1,00:00:00:00:00:00,1968025105,0,0,0,701,32120,IP,1,0,0,TCP,64,40686,1350951395,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5201,3547523351,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,82,1869,IP,1,0,0,TCP,64,5202,3547524739,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5203,3547524769,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5201,3547523351,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,82,1869,IP,1,0,0,TCP,64,5202,3547524739,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5203,3547524769,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547524769,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547526157,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547524769,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547526157,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,276,1869,IP,1,0,0,TCP,64,5204,3547526157,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,276,1869,IP,1,0,0,TCP,64,5204,3547526157,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547526381,0,0,0,52,32754,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547526381,0,0,0,52,32754,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,3177,1,00:00:00:00:00:00,1350952056,0,0,0,445,32389,IP,1,0,0,TCP,238,31781,1968025105,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3782,127.0.0.7,443,1,00:00:00:00:00:00,4098182739,0,0,0,40,35040,IP,0,0,0,TCP,64,19968,1853765513,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,7527,127.0.0.7,443,1,00:00:00:00:00:00,3036607549,0,0,0,174,29200,IP,1,0,0,TCP,64,61824,1413320668,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,7527,1,00:00:00:00:00:00,1413320802,0,0,0,306,31088,IP,1,0,0,TCP,238,49981,3036607549,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,7527,127.0.0.7,443,1,00:00:00:00:00:00,3036607815,0,0,0,40,32120,IP,0,0,0,TCP,64,61825,1413320802,0,00:00:00:00:00:00,0,benign,benign
127.0.0.18,5228,127.0.0.5,4974,1,00:00:00:00:00:00,3556790129,0,0,0,716,244,IP,1,0,0,TCP,103,59218,378377658,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,7527,127.0.0.7,443,1,00:00:00:00:00:00,3036607815,0,0,0,701,32120,IP,1,0,0,TCP,64,61826,1413320802,0,00:00:00:00:00:00,0,benign,benign
127.0.0.8,3177,127.0.0.7,443,1,00:00:00:00:00:00,1968025510,0,0,0,40,35040,IP,0,0,0,TCP,64,40687,1350952056,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5205,3547526381,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,82,1869,IP,1,0,0,TCP,64,5206,3547527769,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5207,3547527799,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5205,3547526381,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,82,1869,IP,1,0,0,TCP,64,5206,3547527769,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,1440,1869,IP,0,0,0,TCP,64,5207,3547527799,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547527799,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547529187,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547527799,0,0,0,52,32679,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547529187,0,0,0,52,32768,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,572,1869,IP,1,0,0,TCP,64,5208,3547529187,0,00:00:00:00:00:00,0,benign,benign
127.0.0.1,9020,127.0.0.2,9784,1,00:00:00:00:00:00,4049664687,0,0,0,572,1869,IP,1,0,0,TCP,64,5208,3547529187,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547529707,0,0,0,52,32735,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.2,9784,127.0.0.1,9020,1,00:00:00:00:00:00,3547529707,0,0,0,52,32735,IP,0,0,0,TCP,64,0,4049664687,0,00:00:00:00:00:00,0,benign,benign
127.0.0.7,443,127.0.0.8,7527,1,00:00:00:00:00:00,1413321463,0,0,0,445,32389,IP,1,0,0,TCP,238,49982,3036607815,0,00:00:00:00:00:00,0,benign,benign
127.0.0.18,5228,127.0.0.5,4974,1,00:00:00:00:00:00,3556790129,0,0,0,714,244,IP,1,0,0,TCP,103,59234,378378322,0,00:00:00:00:00:00,0,benign,benign
